CODE,BAR - CODE,,ID,CATEGORY,VARIETY,FABRIC,PRICE,IMAGE_SOURCE,
ZXQQPW2401170010106,sz2304260087720027,70,123113,Women Apparel,XL,100%Polyester,"$ 93,000",,
ZXQQPW2401190010129,sz2309151482608050,269,123114,Women Apparel,XL,100%Polyester,"$ 93,000",,
ZXQQPW2401190010141,sw2301116544577245,98,123117,Women Apparel,XS,100%Polyester,"$ 93,000",,
ZXQQPW2401190010141,sz2307019388117199,221,123118,Women Apparel,L,100%Polyester,"$ 93,000",,
ZXQQPW2401190010150,sz2309287613411813,237,123120,Women Apparel,L,100%Polyester,"$ 93,000",,
ZXQQPW2401190010156,sw2209030931555831,160,123121,Women Apparel,M,30%Polyester & 70%Cotton,"$ 93,000",,
ZXQQPW2401190010159,sz2308032816353862,319,123123,Women Apparel,M,100%Polyester,"$ 93,000",,
ZXQQPW2401190010163,sw2211100710016216,374,123124,Women Apparel,M,100%Polyester,"$ 93,000",,
ZXQQPW2401190010163,sw2111039112255536,176,123125,Women Apparel,L,100%Polyester,"$ 93,000",,
ZXQQPW2401190010166,sz2308161814124484,320,123126,Women Apparel,M,100%Cotton,"$ 93,000",,
ZXQQPW2401190010169,sz2307258233949439,139,123128,Women Apparel,L,95%Polyester & 5%Elastane,"$ 93,000",,
ZXQQPW2401190010169,sS2012010069132731,172,123130,Women Apparel,L,20%Cotton & 80%Polyester,"$ 93,000",,
ZXQQPW2401190010169,sz2311093273746650,206,123131,Women Apparel,L,100%Polyester,"$ 93,000",,
ZXQQPW2401190010171,sz2307288722717755,168,123132,Women Apparel,L,100%Polyester,"$ 93,000",,
ZXQQPW2401190010171,sw2107210410999430,212,123133,Women Apparel,L,100%Polyester,"$ 93,000",,
ZXQQPW2401190010171,sz2308015088811680,177,123134,Women Apparel,XL,100%Polyester,"$ 93,000",,
ZXQQPW2401190010173,sz2308185938905992,406,123135,Women Apparel,M,100%Polyester,"$ 93,000",,
ZXQQPW2401190010176,sw2211181699297411,204,123137,Women Apparel,L,100%Polyester,"$ 93,000",,
ZXQQPW2401190010178,sz2310129674860805,346,123138,Women Apparel,S,5%Elastane & 95%Polyester,"$ 93,000",,
ZXQQPW2401190010178,sz2310265542234392,203,123139,Women Apparel,L,100%Polyester,"$ 93,000",,
ZXQQPW2401190010178,sz2311038728966100,280,123141,Women Apparel,S,95%Polyester & 5%Elastane,"$ 93,000",,
ZXQQPW2401190010184,sz2309279954083942,168,123142,Women Apparel,XL,100%Polyester,"$ 93,000",,
ZXQQPW2401190010192,sz2310138766545083,122,123145,Women Apparel,S,25%Cotton & 75%Polyester,"$ 93,000",,
ZXQQPW2401190010198,sz2304272200229295,103,123147,Women Apparel,M,100%Polyester,"$ 93,000",,
ZXQQPW2401190010270,sz2310269993999979,142,123149,Women Apparel,S,95%Polyester & 5%Elastane,"$ 93,000",,
ZXQQPW2401190010292,sz2310162245988391,193,123151,Women Apparel,XXL,100%Polyester,"$ 93,000",,
ZXQQPW2401210010659,sz2303288349104453,152,123152,Women Apparel,L,95%Polyester & 5%Elastane,"$ 93,000",,
ZXQQPW2401210010668,sz2308221952558055,157,123153,Women Apparel,M,100%Polyester,"$ 93,000",,
ZXQQPW2401210010668,sz2309088842151424,244,123154,Women Apparel,XL,100%Polyester,"$ 93,000",,
ZXQQPW2401220010043,sz2311097442856180,174,123155,Women Apparel,M,100%Polyester,"$ 93,000",,
ZXQQPW2401220010044,sz2309117447779153,241,123156,Women Apparel,XL,100%Polyester,"$ 93,000",,
ZXQQPW2401220010044,sz2311159105839869,245,123157,Women Apparel,L,100%Polyester,"$ 93,000",,
ZXQQPW2401220010045,rz2310223016217187,171,123158,Women Apparel,S,95%Polyester & 5%Elastane,"$ 93,000",,
ZXQQPW2401220010047,sz2310264034861759,229,123160,Women Apparel,L,37%Cotton & 8%Viscose & 55%Polyester,"$ 93,000",,
ZXQQPW2401220010048,sz2309158648929007,202,123161,Women Apparel,L,60%Viscose & 40%Polyester,"$ 93,000",,
ZXQQPW2401220010049,sz2309056342786828,163,123162,Women Apparel,L,100%Cotton,"$ 93,000",,
ZXQQPW2401220010053,sw2303038049643156,228,123165,Women Apparel,M,20%Polyamide & 80%Viscose,"$ 93,000",,
ZXQQPW2401220010082,sw2107097830384444,187,123167,Women Apparel,L,100%Polyester,"$ 93,000",,
ZXQQPW2401220010082,sz2309275686888607,196,123168,Women Apparel,XL,100%Cotton,"$ 93,000",,
ZXQQPW2401220010084,sw2209030931555831,160,123169,Women Apparel,M,30%Polyester & 70%Cotton,"$ 93,000",,
ZXQQPW2401220010088,sw2112175407000008,187,123170,Women Apparel,L,100%Polyester,"$ 93,000",,
ZXQQPW2401220010090,sz2311228049034222,163,123171,Women Apparel,L,5%Elastane & 95%Polyester,"$ 93,000",,
ZXQQPW2401220010093,sz2307248846437274,259,123172,Women Apparel,L,100%Cotton,"$ 93,000",,
ZXQQPW2401220010097,sw2111097897149056,211,123174,Women Apparel,L,5%Elastane & 95%Polyester,"$ 93,000",,
ZXQQPW2401220010097,sz2308260376619931,145,123175,Women Apparel,M,5%Elastane & 95%Polyester,"$ 93,000",,
ZXQQPW2401220010097,sz2309231975061767,166,123176,Women Apparel,M,97%Polyester & 3%Elastane,"$ 93,000",,
ZXQQPW2401220010097,sw2212026293647327,144,123177,Women Apparel,S,92%Polyester & 8%Elastane,"$ 93,000",,
ZXQQPW2401220010097,sz2310090931511962,171,123178,Women Apparel,XL,100%Polyester,"$ 93,000",,
ZXQQPW2401220010097,sz2311028459758475,213,123179,Women Apparel,S,100%Cotton,"$ 93,000",,
ZXQQPW2401220010097,sz2311159105839869,245,123180,Women Apparel,L,100%Polyester,"$ 93,000",,
ZXQQPW2401220010097,sw2212026293647327,167,123181,Women Apparel,L,92%Polyester & 8%Elastane,"$ 93,000",,
ZXQQPW2401220010097,sz2308230175503430,273,123182,Women Apparel,XL,100%Polyester,"$ 93,000",,
ZXQQPW2401220010097,sw2111097897149056,191,123184,Women Apparel,M,5%Elastane & 95%Polyester,"$ 93,000",,
ZXQQPW2401220010099,sw2107299707974724,173,123185,Women Apparel,M,100%Polyester,"$ 93,000",,
ZXQQPW2401220010102,sz2308233355631359,183,123186,Women Apparel,M,5%Elastane & 95%Polyester,"$ 93,000",,
ZXQQPW2401220010102,sz2308260376619931,175,123187,Women Apparel,XL,5%Elastane & 95%Polyester,"$ 93,000",,
ZXQQPW2401220010102,sz2310164736099239,122,123189,Women Apparel,L,97%Polyester & 3%Elastane,"$ 93,000",,
ZXQQPW2401170010012,sw2211045947381744,92,123190,Women Apparel,S,5%Elastane & 95%Polyester,"$ 93,000",,
ZXQQPW2401170010049,sz2305182094009111,173,123191,Women Apparel,M,5%Elastane & 95%Polyester,"$ 93,000",,
ZXQQPW2401170010049,sz2309224450234010,126,123192,Women Apparel,S,90%Polyester & 10%Elastane,"$ 93,000",,
ZXQQPW2401170010053,sz2308226990640633,186,123193,Women Apparel,S,94%Polyester & 6%Elastane,"$ 93,000",,
ZXQQPW2401170010053,sz2308163875754810,255,123194,Women Apparel,one-size,5%Elastane & 95%Polyester,"$ 93,000",,
ZXQQPW2401170010054,sz2310198423993790,225,123195,Women Apparel,L,95%Polyester & 5%Elastane,"$ 93,000",,
ZXQQPW2401170010106,sw2208306845855851,150,123196,Women Apparel,S,5%Elastane & 95%Polyester,"$ 93,000",,
ZXQQPW2401170010106,sz2309193622230400,224,123197,Women Apparel,S,10%Elastane & 90%Polyester,"$ 93,000",,
ZXQQPW2401190010129,sz2306152850068802,179,123200,Women Apparel,S,33%Viscose & 61%Polyester & 6%Elastane,"$ 93,000",,
ZXQQPW2401190010129,sz2310284428067921,216,123201,Women Apparel,XL,5%Elastane & 95%Polyester,"$ 93,000",,
ZXQQPW2401190010129,sz2308256859230385,215,123203,Women Apparel,Tall XL,6%Elastane & 94%Polyester,"$ 93,000",,
ZXQQPW2401190010134,sw2302200604162550,157,123204,Women Apparel,S,35%Viscose & 5%Elastane & 60%Polyester,"$ 93,000",,
ZXQQPW2401190010148,sw2107120204282122,245,123206,Women Apparel,XS,10%Elastane & 90%Viscose,"$ 93,000",,
ZXQQPW2401190010148,sz2308164289819548,207,123207,Women Apparel,S,85%Polyester & 15%Viscose,"$ 93,000",,
ZXQQPW2401190010148,sz2311241015761114,219,123208,Women Apparel,M,95%Polyester & 5%Silk,"$ 93,000",,
ZXQQPW2401190010150,sz2310287877868506,180,123209,Women Apparel,L,4%Elastane & 15%Viscose & 81%Polyester,"$ 93,000",,
ZXQQPW2401190010151,sw2107120204282122,284,123210,Women Apparel,L,10%Elastane & 90%Viscose,"$ 93,000",,
ZXQQPW2401190010151,sz2311298773514310,147,123211,Women Apparel,M,96%Polyester & 4%Elastane,"$ 93,000",,
ZXQQPW2401190010151,sw2107120204282122,266,123214,Women Apparel,M,10%Elastane & 90%Viscose,"$ 93,000",,
ZXQQPW2401190010152,sw2206208837750285,232,123215,Women Apparel,XL,85%Polyester & 15%Viscose,"$ 93,000",,
ZXQQPW2401190010157,sz2303249102585696,184,123216,Women Apparel,L,95%Polyester & 5%Elastane,"$ 93,000",,
ZXQQPW2401190010159,sz2309055505686631,172,123217,Women Apparel,S,6%Elastane & 94%Polyester,"$ 93,000",,
ZXQQPW2401190010159,sw2212038318060361,184,123218,Women Apparel,L,7%Elastane & 93%Polyester,"$ 93,000",,
ZXQQPW2401190010163,sz2304076888847774,220,123219,Women Apparel,S,100%Cotton,"$ 93,000",,
ZXQQPW2401190010167,sz2306204443179544,162,123220,Women Apparel,M,13%Metallized Fibres & 79%Polyester & 8%Elastane,"$ 93,000",,
ZXQQPW2401190010167,sw2207045191102913,168,123221,Women Apparel,XS,7%Elastane & 93%Viscose,"$ 93,000",,
ZXQQPW2401190010167,sw2302092143746410,191,123222,Women Apparel,M,28%Viscose & 6%Elastane & 66%Polyester,"$ 93,000",,
ZXQQPW2401190010169,sw2107120204282122,245,123223,Women Apparel,XS,10%Elastane & 90%Viscose,"$ 93,000",,
ZXQQPW2401190010170,sz2309203944695555,170,123224,Women Apparel,M,4%Elastane & 96%Polyester,"$ 93,000",,
ZXQQPW2401190010171,sz2310210052558543,187,123225,Women Apparel,S,5%Elastane & 95%Polyester,"$ 93,000",,
ZXQQPW2401190010173,sz2306204443179544,162,123226,Women Apparel,M,13%Metallized Fibres & 79%Polyester & 8%Elastane,"$ 93,000",,
ZXQQPW2401190010173,sz2308231450347711,281,123227,Women Apparel,M,100%Cotton,"$ 93,000",,
ZXQQPW2401190010175,sz2308101451100111,150,123228,Women Apparel,Petite S,90%Polyester & 10%Elastane,"$ 93,000",,
ZXQQPW2401190010176,sz2309195540509907,118,123229,Women Apparel,Petite S,5%Elastane & 95%Viscose,"$ 93,000",,
ZXQQPW2401190010194,sz2310116017391292,245,123230,Women Apparel,M,96%Polyester & 4%Elastane,"$ 93,000",,
ZXQQPW2401190010195,sz2311019139841107,198,123231,Women Apparel,S,95%Polyester & 5%Elastane,"$ 93,000",,
ZXQQPW2401190010195,sw2210223992849919,291,123232,Women Apparel,M,95%Polyester & 5%Elastane,"$ 93,000",,
ZXQQPW2401190010270,sz2308216616038968,213,123233,Women Apparel,L,5%Elastane & 95%Polyester,"$ 93,000",,
ZXQQPW2401190010278,sw2210070772469132,146,123234,Women Apparel,M,95%Polyester & 5%Elastane,"$ 93,000",,
ZXQQPW2401190010278,sz2310274787877145,206,123235,Women Apparel,L,5%Elastane & 95%Polyester,"$ 93,000",,
ZXQQPW2401190010278,sz2306204443184397,153,123236,Women Apparel,M,13%Metallized Fibres & 8%Elastane & 79%Polyester,"$ 93,000",,
ZXQQPW2401190010278,sz2309013738098991,217,123237,Women Apparel,S,100%Polyester,"$ 93,000",,
ZXQQPW2401190010278,sw2207147600198066,163,123238,Women Apparel,M,94%Polyester & 6%Elastane,"$ 93,000",,
ZXQQPW2401190010278,sz2309226692925665,121,123239,Women Apparel,L,100%Polyester,"$ 93,000",,
ZXQQPW2401190010278,sz2308041261021716,157,123241,Women Apparel,M,100%Polyester,"$ 93,000",,
ZXQQPW2401190010284,sw2211174971250091,309,123242,Women Apparel,L,5%Elastane & 95%Polyester,EXISTE,,
ZXQQPW2401190010292,sw2211174971244998,289,123244,Women Apparel,L,95%Polyester & 5%Elastane,"$ 93,000",,
ZXQQPW2401190010292,sw2211174971258411,294,123245,Women Apparel,L,95%Polyester & 5%Elastane,"$ 93,000",,
ZXQQPW2401210010663,sz2309285828604442,181,123246,Women Apparel,L,85%Polyester & 15%Viscose,"$ 93,000",,
ZXQQPW2401220010043,sz2310099850508905,171,123247,Women Apparel,S,5%Elastane & 95%Polyester,"$ 93,000",,
ZXQQPW2401220010045,sz2306020732086575,178,123249,Women Apparel,L,5%Elastane & 95%Polyester,"$ 93,000",,
ZXQQPW2401220010046,sz2306201338159272,154,123250,Women Apparel,M,100%Polyester,"$ 93,000",,
ZXQQPW2401220010047,sw2203236455456387,110,123251,Women Apparel,M,5%Elastane & 95%Polyester,"$ 93,000",,
ZXQQPW2401220010048,sz2311274544852323,281,123252,Women Apparel,XL,100%Polyester,"$ 93,000",,
ZXQQPW2401220010052,sz2310203394993357,146,123253,Women Apparel,XS,100%Polyester,"$ 93,000",,
ZXQQPW2401220010074,sS2105180048507562,102,123255,Women Apparel,S,93%Cotton & 7%Elastane,"$ 93,000",,
ZXQQPW2401220010082,sz2307205057011913,176,123256,Women Apparel,XL,89%Polyester & 11%Elastane,"$ 93,000",,
ZXQQPW2401220010082,sw2211018554057007,236,123257,Women Apparel,L,5%Elastane & 95%Polyester,"$ 93,000",,
ZXQQPW2401220010084,sz2305264254182211,238,123258,Women Apparel,S,5%Elastane & 60%Polyester & 35%Viscose,"$ 93,000",,
ZXQQPW2401220010089,sw2303062135983222,144,123260,Women Apparel,M,100%Polyester,"$ 93,000",,iguales M
ZXQQPW2401220010093,sz2311208869864448,224,123263,Women Apparel,S,95%Polyester & 5%Elastane,"$ 93,000",,
ZXQQPW2401220010102,swtee07191101689,209,123265,Women Apparel,M,7.5%Elastane & 64.8%Polyester & 27.7%Viscose,"$ 93,000",,
ZXQQPW2401220010102,sz2310178301233279,286,123266,Women Apparel,S,5%Elastane & 95%Polyester,"$ 93,000",,
ZXQQPW2401190010134,sz2304059067044212,90,123267,Women Apparel,M,96%Cotton & 4%Elastane,"$ 93,000",,
ZXQQPW2401190010141,sz2308175038195354,100,123269,Women Apparel,one-size,100%Cotton,"$ 93,000",,
ZXQQPW2401190010169,sz2308075067811572,123,123271,Women Apparel,M,100%Polyamide,"$ 93,000",,
ZXQQPW2401190010260,sz2307244078893831,99,123272,Women Apparel,Tall M,10%Elastane & 90%Polyester,"$ 93,000",,
ZXQQPW2401220010042,sz2308257247321129,117,123273,Women Apparel,M,5%Elastane & 95%Polyester,"$ 93,000",,
ZXQQPW2401220010045,sz2306300070024970,109,123274,Women Apparel,M,8%Elastane & 92%Viscose,"$ 93,000",,
ZXQQPW2401170010053,sz2308021070121151,101,123277,Women Apparel,L,7%Elastane & 93%Polyester,"$ 93,000",,
ZXQQPW2401190010130,sz2310073445926759,115,123278,Women Apparel,XS,7%Elastane & 93%Polyester,"$ 93,000",,
ZXQQPW2401190010151,sz2309148468358504,156,123280,Women Apparel,S,95%Polyester & 5%Elastane,EXISTE,,
ZXQQPW2401190010163,sw2211286966617095,86,123281,Women Apparel,S,5%Elastane & 95%Polyester,"$ 93,000",,
ZXQQPW2401190010270,sz2310023238386689,219,123282,Women Apparel,S,35%Polyester & 65%Cotton,"$ 93,000",,
ZXQQPW2401210010663,sz2306079929239435,108,123283,Women Apparel,S,10%Elastane & 90%Polyester,"$ 93,000",,
ZXQQPW2401210010663,sz2307256603047763,191,123284,Women Apparel,M,6%Elastane & 94%Polyester,"$ 93,000",,
ZXQQPW2401220010102,swtop23210408221,162,123286,Women Apparel,S,100%Polyester,"$ 93,000",,
ZXQQPW2401190010198,sf2302221097694055,392,1255105,Women Apparel,0XL,95%Polyester & 5%Elastane,"$ 109,000",,
ZXQQPW2401190010130,sn2205101893864613,865,1255106,Women Apparel,1XL,100%Polyester,"$ 109,000",,
ZXQQPW2401190010173,sz2307253473344437,678,1255107,Women Apparel,1XL,3%Elastane & 97%Polyester,"$ 109,000",,
ZXQQPW2401190010194,sz2307247564612747,810,1255108,Women Apparel,0XL,5%Elastane & 95%Polyester,"$ 109,000",,
ZXQQPW2401190010194,sz2307247564612747,798,1255109,Women Apparel,1XL,5%Elastane & 95%Polyester,"$ 109,000",,
ZXQQPW2401220010041,sz2307248851648456,560,1255110,Women Apparel,1XL,100%Polyester,"$ 109,000",,
ZXQQPW2401190010169,sz2306279707111956,473,125112,Women Apparel,XS,100%Polyester,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/08/22/11/1692690461bf1585d25029929e26634a89a271a5a4_thumbnail_405x552.jpg,
ZXQQPW2401190010141,si2309166510738210,570,124102,Underwear & Sleepwear,L,92%Polyester & 8%Elastane,"$ 83,000",,
ZXQQPW2401220010043,si2308105397687318,582,124105,Underwear & Sleepwear,L,100%Cotton,"$ 83,000",,
ZXQQPW2401220010053,si2306083170793111,220,124106,Underwear & Sleepwear,XL,45%Cotton & 55%Polyester,"$ 83,000",,
ZXQQPW2401220010102,sz2304071398181577,260,32313,Women Apparel,M,100%Polyester,"$ 109,000",,
ZXQQPW2401220010042,si2305296219995664,264,124108,Underwear & Sleepwear,M,5%Elastane & 95%Polyester,"$ 83,000",,
ZXQQPW2401190010150,swnight23200928666,369,124109,Underwear & Sleepwear,71,5%Elastane & 95%Polyester,"$ 83,000",,
ZXQQPW2401190010163,si2310126828379665,284,124110,Underwear & Sleepwear,S,50%Polyester & 50%Cotton,"$ 83,000",,
ZXQQPW2401190010169,si2309075210448783,78,124111,Underwear & Sleepwear,L,100%Polyester,"$ 83,000",,
ZXQQPW2401220010074,si2310103510790510,200,124113,Underwear & Sleepwear,S,50%Polyester & 50%Cotton,"$ 83,000",,
ZXQQPW2401170010012,si2308263923135700,364,124114,Underwear & Sleepwear,M,35%Polyester & 65%Cotton,"$ 83,000",,
ZXQQPW2401190010175,swbra03200303469,46,124115,Underwear & Sleepwear,one-size,5%Elastane & 95%Polyamide,"$ 69,000",,
ZXQQPW2401190010169,si2302210130057369,253,124116,Underwear & Sleepwear,90F,8%Elastane & 92%Polyamide,"$ 75,000",,
ZXQQPW2401220010042,si2309252399796673,761,124117,Underwear & Sleepwear,1XL,100%Polyester,"$ 83,000",,
ZXQQPW2401220010085,si2306095105128532,447,124119,Underwear & Sleepwear,5XL,5%Elastane & 95%Polyester,"$ 109,000",,
ZXQQPW2401220010043,si2307280486489814,195,124120,Underwear & Sleepwear,S,5%Elastane & 95%Polyester,"$ 69,000",,
ZXQQPW2401220010047,si2303170007227990,86,124121,Underwear & Sleepwear,S,15%Elastane & 85%Polyamide,"$ 69,000",,
ZXQQPW2401220010088,si2302210880131079,66,124122,Underwear & Sleepwear,M,78%Polyamide & 22%Elastane,"$ 69,000",,
ZXQQPW2401220010099,si2310078460762008,253,124123,Underwear & Sleepwear,XXXL,76%Polyester & 24%Elastane,"$ 75,000",,
ZXQQPW2401190010151,si2311284329213953,306,124124,Underwear & Sleepwear,XL,5%Elastane & 95%Polyester,"$ 83,000",,
ZXQQPW2401190010178,si2308257555395925,213,124125,Underwear & Sleepwear,L/XL,6%Elastane & 94%Polyester,"$ 75,000",,
ZXQQPW2401190010176,sz2309062337529873,1078,125113,Women Apparel,XS,5%Elastane & 95%Polyester,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/09/07/7f/16940166410248e031c3919140e89c5350d9dd21cf_thumbnail_405x552.jpg,
,,,,,,,,,
,,,1701,,,nov-14,,,
,,,,,,total,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,9,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
